MJD	FLUX_100_300000	ERROR_100_300000
59557.500743	1.913501e-07	1.530112e-08
59558.500743	2.453095e-07	8.759618e-08
59559.500743	1.731405e-07	8.640043e-09
59560.500743	2.628974e-07	1.026182e-08
59561.500743	7.764926e-08	2.582705e-08
59562.500743	4.164374e-07	1.695927e-08
59563.500743	4.788043e-07	1.413654e-07
59564.500743	6.620188e-08	2.967573e-12
59565.500743	2.853049e-07	1.132921e-07
59566.500743	4.031723e-07	1.304884e-07
59567.500743	2.622001e-07	5.369911e-08
59568.500743	7.212152e-08	6.606371e-09
59569.500743	1.084020e-07	1.363164e-09
59570.500743	4.810810e-07	9.501257e-09
59571.500743	1.732120e-07	1.028374e-09
59572.500743	1.654569e-07	2.394393e-08
59573.500743	8.354363e-08	8.817168e-09
59574.500743	3.698785e-07	8.582830e-08
59575.500743	9.169194e-06	6.080328e-07
59576.500743	5.709974e-06	1.743462e-08
59577.500743	7.170494e-06	7.392579e-07
59578.500743	9.366022e-07	1.412377e-08
59579.500743	4.144893e-06	7.407660e-07
59580.500743	8.568642e-07	3.464842e-07
59581.500743	9.374614e-07	5.677818e-09
59582.500743	8.809828e-07	4.550981e-07
59583.500743	1.844837e-06	7.532011e-07
59584.500743	7.421547e-07	3.927615e-09
59585.500743	2.799912e-06	5.181072e-07
59586.500743	1.164517e-06	2.012961e-09
59587.500743	1.798111e-06	5.722096e-07
59588.500743	1.466818e-06	7.177627e-10
59589.500743	2.116206e-06	6.197463e-09
59590.500743	2.153697e-06	4.594627e-09
59591.500743	1.120520e-06	4.336271e-10
59592.500743	9.323759e-07	3.198669e-10
59593.500743	1.092136e-06	4.351817e-07
59594.500743	8.131300e-07	1.747882e-07
59595.500743	4.785088e-07	8.610922e-08
59596.500743	1.333067e-07	4.822474e-08
59597.500743	3.611548e-07	6.969120e-09
59598.500743	6.317977e-07	1.968745e-08
59599.500743	6.216522e-07	1.031421e-07
59600.500743	3.088196e-07	5.637265e-09
59601.500743	7.254942e-07	1.020973e-07
59602.500743	1.799918e-07	4.716508e-09
59603.500743	1.480987e-07	1.399024e-11
59604.500743	1.122802e-07	7.305817e-10
59605.500743	3.192528e-07	3.007005e-08
59606.500743	4.306955e-07	6.050804e-08
59607.500743	1.737962e-07	3.890992e-09
59608.500743	3.236889e-07	6.662717e-09
59609.500743	3.315920e-07	9.812154e-08
59610.500743	1.973424e-07	5.519628e-09
59611.500743	3.231677e-07	5.341764e-08
59612.500743	5.923654e-08	3.296649e-12
59613.500743	1.537281e-07	4.972463e-09
59614.500743	3.516356e-07	5.072967e-08
59615.500743	1.069652e-07	1.285572e-08
59616.500743	1.613663e-07	1.706816e-08
59617.500743	1.781958e-07	5.042980e-09
59618.500743	3.983654e-07	5.460431e-08
59619.500743	1.217878e-07	3.228875e-09
59620.500743	7.463826e-08	7.557876e-12
59621.500743	1.048795e-07	9.116145e-11
59622.500743	1.135780e-07	1.101339e-10
59623.500743	1.344023e-06	1.604994e-09
59624.500743	1.666150e-06	1.731250e-07
59625.500743	6.399605e-06	8.830319e-07
59626.500743	4.608432e-07	2.477204e-09
59627.500743	1.324636e-06	1.550593e-09
59628.500743	8.106565e-06	1.964551e-06
59629.500743	1.658219e-06	1.643381e-08
59630.500743	2.069567e-06	4.356335e-09
59631.500743	1.884853e-06	3.107199e-07
59632.500743	9.803969e-07	2.943725e-09
59633.500743	1.273013e-06	3.218051e-09
59634.500743	3.030016e-06	7.060744e-08
59635.500743	1.106996e-06	3.299806e-10
59636.500743	1.270440e-06	7.199836e-09
59637.500743	1.474419e-07	4.116776e-10
59638.500743	3.639161e-07	1.024645e-08
59639.500743	4.277436e-07	5.100210e-08
59640.500743	5.795128e-08	1.219661e-12
59641.500743	5.340588e-08	3.265913e-11
59642.500743	3.206703e-07	9.682643e-08
59643.500743	1.143433e-07	5.777907e-09
59644.500743	1.930878e-07	2.558676e-08
59645.500743	2.508188e-07	5.590698e-09
59646.500743	1.200934e-07	3.224241e-12
59647.500743	1.444518e-07	5.503170e-08
59648.500743	5.422373e-07	6.381912e-08
59649.500743	1.107905e-07	2.010257e-09
59650.500743	9.374487e-08	9.944257e-11
59651.500743	6.661154e-08	3.347708e-11
59652.500743	4.639021e-07	9.615306e-08
59653.500743	1.385533e-07	4.341282e-11
59654.500743	7.326634e-08	2.240167e-12
59655.500743	1.134296e-07	1.060647e-10
59656.500743	3.879805e-07	1.138879e-08
59657.500743	6.577084e-08	1.258916e-11
59658.500743	9.136990e-08	2.048968e-11
59659.500743	3.668353e-07	3.728394e-08
59660.500743	9.522341e-08	9.154495e-09
59661.500743	7.067980e-08	2.970863e-11
59662.500743	3.024478e-07	5.856797e-08
59663.500743	9.524096e-08	6.887776e-11
59664.500743	6.611976e-07	1.812478e-07
59665.500743	1.612244e-07	9.316578e-10
59666.500743	1.365041e-07	2.648704e-09
59667.500743	2.814490e-07	1.957267e-08
59668.500743	4.931296e-07	3.949365e-08
59669.500743	4.815830e-07	6.798574e-08
59670.500743	3.586783e-07	1.007595e-08
59671.500743	4.388128e-07	2.926448e-08
59672.500743	5.280841e-07	6.666761e-08
59673.500743	4.930338e-07	4.629049e-08
59674.500743	3.370955e-07	3.785582e-08
59675.500743	2.198255e-07	4.702579e-09
59676.500743	1.682320e-07	4.602050e-09
59677.500743	8.426046e-08	1.390637e-11
59678.500743	1.578959e-07	2.893769e-08
59679.500743	8.284542e-08	5.426110e-11
59680.500743	1.378197e-07	1.513850e-09
59681.500743	1.781816e-07	2.138438e-08
59682.500743	1.250133e-07	3.918120e-10
59683.500743	6.129699e-08	2.499529e-12
59684.500743	9.916698e-08	1.756193e-11
59685.500743	3.073160e-07	9.485363e-08
59686.500743	1.046445e-07	2.529504e-10
59687.500743	6.066865e-08	1.534287e-11
59688.500743	1.611804e-07	4.656298e-08
59689.500743	3.135778e-07	9.858645e-08
59690.500743	1.468318e-07	2.029082e-10
59691.500743	3.793398e-07	9.296143e-09
59692.500743	9.672953e-08	1.147029e-11
59693.500743	1.062595e-07	3.504272e-10
59694.500743	4.508770e-08	9.872218e-12
59695.500743	1.943824e-07	3.483903e-08
59696.500743	2.302199e-07	8.625943e-09
59697.500743	2.915938e-07	8.286632e-08
59698.500743	1.838957e-07	2.137152e-08
59699.500743	1.879077e-07	2.026524e-08
59700.500743	8.113526e-08	2.899403e-08
59701.500743	9.702073e-08	1.604622e-11
59702.500743	9.060825e-08	1.586668e-08
59703.500743	7.813178e-08	9.966726e-12
59704.500743	2.685601e-07	7.581710e-08
59705.500743	4.000567e-07	8.999558e-09
59706.500743	1.684685e-07	4.337541e-08
59707.500743	2.764277e-07	5.125289e-08
59708.500743	5.916889e-08	1.468338e-09
59709.500743	2.314939e-07	9.378437e-08
59710.500743	1.016534e-07	4.706349e-11
59711.500743	8.664026e-08	8.024703e-10
59712.500743	2.517004e-07	4.506746e-08
59713.500743	1.856507e-07	1.569868e-07
59714.500743	2.751420e-07	1.451596e-08
59715.500743	1.600255e-07	2.976722e-08
59716.500743	1.764161e-07	4.722325e-08
59717.500743	1.012627e-07	2.486281e-10
59718.500743	1.792453e-07	1.728362e-10
59719.500743	6.068126e-07	1.886077e-07
59720.500743	1.073150e-07	1.961368e-10
59721.500743	5.412842e-07	9.392355e-08
59722.500743	8.874668e-08	3.534973e-10
59723.500743	1.654279e-07	1.571896e-08
59724.500743	8.018191e-08	8.013826e-09
59725.500743	2.872729e-07	3.555345e-08
59726.500743	1.454971e-07	1.646717e-10
59727.500743	9.554624e-08	9.953473e-12
59728.500743	1.589961e-07	4.367109e-08
59729.500743	1.844585e-07	1.168949e-11
59730.500743	1.373270e-07	2.378653e-08
59731.500743	6.734968e-08	2.524539e-11
59732.500743	8.154625e-08	3.361414e-11
59733.500743	1.931042e-07	2.052365e-09
59734.500743	4.807756e-07	1.307358e-08
59735.500743	7.343121e-08	3.217565e-11
59736.500743	3.677794e-07	7.436620e-08
59737.500743	3.486854e-07	4.763116e-08
59738.500743	1.154971e-07	2.587326e-10
59739.500743	2.638192e-07	1.005158e-07
59740.500743	2.448322e-07	4.375820e-08
59741.500743	1.772176e-07	5.972611e-08
59742.500743	3.678399e-07	1.226154e-07
59743.500743	5.575986e-07	6.517511e-08
59744.500743	1.339385e-07	3.910956e-08
59745.500743	1.524799e-07	5.955315e-13
59746.500743	4.913714e-07	1.330929e-07
59747.500743	8.799289e-08	1.768678e-12
59748.500743	3.457646e-07	1.208800e-07
59749.500743	1.567747e-07	1.623452e-10
59750.500743	4.959530e-07	5.956738e-08
59751.500743	4.608989e-07	6.407905e-08
59752.500743	6.917150e-07	1.033336e-08
59753.500743	3.236322e-07	4.645294e-08
59754.500743	7.366016e-08	5.866407e-11
59755.500743	1.235212e-07	4.903319e-11
59756.500743	1.105031e-07	2.194892e-11
59757.500743	4.361124e-07	1.000948e-07
59758.500743	7.484637e-07	9.251404e-08
59759.500743	3.000329e-07	7.010526e-09
59760.500743	1.391313e-07	3.681887e-09
59761.500743	7.876934e-07	7.777492e-08
59762.500743	6.721669e-07	9.965657e-08
59763.500743	2.428966e-07	5.212398e-09
59764.500743	1.737246e-07	4.401084e-09
59765.500743	1.430343e-07	2.271027e-08
59766.500743	1.842386e-07	1.756124e-10
59767.500743	2.581167e-07	8.034911e-09
59768.500743	1.199957e-07	4.553243e-08
59769.500743	3.175739e-07	3.557336e-08
59770.500743	9.088179e-08	2.486115e-11
59771.500743	5.930472e-07	1.200633e-08
59772.500743	3.470122e-07	8.333646e-09
59773.500743	5.229514e-07	1.458685e-08
59774.500743	2.328301e-07	1.044651e-07
59775.500743	2.869092e-07	7.720683e-08
59776.500743	5.092347e-07	5.277688e-08
59777.500743	1.646143e-07	6.158491e-09
59778.500743	1.058602e-07	2.749777e-09
59779.500743	1.809077e-07	2.383031e-08
59780.500743	1.128386e-07	1.770103e-11
59781.500743	1.136698e-07	3.014715e-11
59782.500743	2.499435e-07	1.248138e-09
59783.500743	4.890314e-06	1.216119e-06
59784.500743	5.668549e-06	2.001795e-08
59799.500743	1.189690e-04	2.098941e-08
59800.500743	1.188112e-05	1.772411e-08
59801.500743	1.397806e-07	1.900264e-08
59802.500743	2.102918e-07	5.826226e-09
59803.500743	2.265726e-07	2.492000e-10
59804.500743	1.584326e-07	1.349044e-09
59805.500743	4.780609e-07	1.496390e-08
59806.500743	2.143053e-07	3.296701e-08
59807.500743	1.946878e-07	2.037462e-08
59808.500743	1.752850e-07	1.453704e-09
59809.500743	7.648810e-08	2.114308e-11
59810.500743	8.115654e-08	1.196564e-11
59811.500743	2.595100e-07	2.700241e-08
59812.500743	3.351468e-07	1.004493e-08
59813.500743	9.475498e-08	2.949584e-08
59814.500743	2.689899e-07	1.433612e-07
59815.500743	1.494782e-07	3.157133e-11
59816.500743	7.991659e-07	8.360225e-08
59817.500743	1.427554e-07	2.185268e-08
59818.500743	1.488663e-07	3.595684e-09
59819.500743	1.850443e-07	1.719315e-08
59820.500743	3.416111e-07	8.278537e-09
59821.500743	1.067555e-07	1.509360e-09
59822.500743	1.243550e-07	4.112943e-08
59823.500743	6.210947e-08	1.145616e-09
59824.500743	1.379858e-07	2.012730e-11
59825.500743	1.117623e-07	3.413967e-09
59826.500743	9.176685e-08	5.462795e-12
59827.500743	3.675441e-07	3.532752e-08
59828.500743	3.379476e-07	8.834954e-08
59829.500743	3.693207e-07	5.447702e-08
59830.500743	1.928907e-07	8.308390e-08
59831.500743	3.384763e-07	4.506845e-08
59832.500743	4.697329e-07	8.834638e-08
59833.500743	4.204479e-07	3.677826e-08
59834.500743	4.133957e-07	1.365207e-07
59835.500743	2.461419e-07	2.472474e-08
59836.500743	7.739345e-08	1.000023e-08
59837.500743	1.063490e-07	4.595689e-09
59838.500743	5.388150e-07	5.791640e-08
59839.500743	3.893463e-07	9.286409e-09
59840.500743	3.826587e-07	4.951779e-08
59841.500743	4.885979e-07	4.585318e-08
59842.500743	4.757713e-07	8.246063e-08
59843.500743	6.310277e-07	9.037289e-08
59844.500743	4.353002e-07	6.618062e-08
59845.500743	4.371545e-07	1.333757e-07
59846.500743	1.185799e-07	3.363832e-10
59847.500743	1.316299e-07	1.393145e-08
59848.500743	3.571026e-07	4.629879e-08
59849.500743	2.054394e-07	2.604088e-08
59850.500743	8.292149e-08	4.310442e-12
59851.500743	2.079166e-07	2.767850e-08
59852.500743	1.900401e-07	3.679637e-08
59853.500743	9.106572e-08	1.243720e-08
59854.500743	8.075729e-08	2.751565e-10
59855.500743	1.386824e-07	1.102815e-10
59856.500743	7.881370e-08	2.545699e-09
59857.500743	3.041511e-07	9.067161e-08
59858.500743	2.017441e-07	5.143468e-09
59859.500743	8.198985e-08	2.698186e-11
59860.500743	7.662887e-08	1.718713e-08
59861.500743	8.260439e-08	3.185022e-08
59862.500743	2.012322e-07	4.653361e-08
59863.500743	7.482151e-08	2.023959e-08
59864.500743	6.839839e-08	7.457499e-09
59865.500743	9.983609e-08	8.702527e-12
59866.500743	3.384619e-07	4.060055e-08
59867.500743	1.354619e-07	4.161959e-09
59868.500743	9.643605e-08	1.232056e-11
59869.500743	1.462588e-07	1.234031e-10
59870.500743	5.639027e-07	6.006382e-08
59871.500743	1.563925e-07	1.134558e-09
59872.500743	1.971439e-07	7.538834e-08
59873.500743	8.005684e-08	1.814603e-10
59874.500743	4.342731e-07	4.662468e-08
59875.500743	2.374725e-07	2.917426e-08
59876.500743	1.334363e-07	1.904399e-11
59877.500743	7.381574e-08	9.037846e-09
59878.500743	1.949845e-07	3.708062e-08
59879.500743	1.240323e-07	2.408372e-11
59880.500743	1.814186e-07	1.506059e-08
59881.500743	6.893752e-08	7.361427e-12
59882.500743	5.015678e-08	8.681719e-14
59883.500743	3.855096e-07	6.001272e-08
59884.500743	2.507179e-07	1.051409e-07
59885.500743	1.380412e-07	1.613303e-08
59886.500743	1.779251e-07	3.084700e-08
59887.500743	8.429297e-08	1.096458e-08
59888.500743	7.463468e-08	4.449846e-11
59889.500743	1.215885e-07	5.227649e-08
59890.500743	3.894893e-07	2.933173e-08
59891.500743	9.677589e-08	2.345048e-12
59892.500743	1.893574e-07	2.488199e-08
59893.500743	7.552940e-08	4.863076e-10
59894.500743	1.713109e-07	2.372974e-10
59895.500743	3.523195e-07	1.099683e-07
59896.500743	2.563361e-07	7.628357e-08
59897.500743	3.188518e-07	5.496053e-08
59898.500743	6.580731e-07	1.902026e-07
59899.500743	4.036628e-07	6.785731e-08
59900.500743	1.931821e-07	5.528756e-09
59901.500743	1.187536e-07	7.340799e-11
59902.500743	3.098296e-07	1.168767e-08
59903.500743	5.072192e-07	2.550309e-08
59904.500743	1.051346e-07	6.460182e-10
59905.500743	8.999149e-08	3.798786e-11
59906.500743	1.763833e-07	3.010378e-09
59907.500743	1.485152e-07	4.168810e-08
59908.500743	1.533156e-07	1.591759e-10
59909.500743	4.403264e-07	5.830804e-08
59910.500743	2.862243e-07	5.075544e-08
59911.500743	2.588166e-07	5.063917e-08
59912.500743	3.909217e-07	9.578980e-09
59913.500743	9.881619e-08	2.274904e-12
59914.500743	1.331901e-07	4.169397e-08
59915.500743	4.309917e-07	1.447225e-07
59916.500743	4.024490e-07	5.758494e-08
59917.500743	4.426784e-07	8.076071e-09
59918.500743	1.337310e-07	2.045082e-08
59919.500743	2.580525e-07	9.727700e-08
59920.500743	3.626001e-07	1.257327e-07
59921.500743	7.695230e-08	1.072545e-11
59922.500743	2.128507e-07	1.980670e-08
59923.500743	1.644955e-07	2.022326e-08
59924.500743	3.206601e-07	4.424799e-08
59925.500743	7.391882e-07	9.333829e-08
59926.500743	6.291519e-07	6.208391e-08
59927.500743	3.890910e-07	8.340811e-08
59928.500743	1.400576e-07	8.056935e-10
59929.500743	3.960984e-07	9.608841e-09
59930.500743	1.266122e-07	3.527172e-10
59931.500743	5.717104e-07	6.568735e-08
59932.500743	1.158963e-07	1.582590e-08
59933.500743	5.471305e-07	5.131448e-08
59934.500743	1.491415e-07	4.725124e-08
59935.500743	9.789309e-08	3.406773e-08
59936.500743	2.683318e-07	2.715283e-08
59937.500743	6.463359e-08	1.236486e-10
59938.500743	1.400871e-07	1.427596e-09
59939.500743	1.032671e-07	2.321859e-11
59940.500743	4.545161e-07	1.260181e-07
59941.500743	1.114043e-07	3.396865e-11
59942.500743	3.000687e-07	1.156757e-07
59943.500743	5.727290e-07	4.755992e-07
59944.500743	1.452345e-05	2.031741e-08
59945.500743	1.957419e-04	9.178099e-07
59949.500743	7.994351e-06	7.179053e-07
59950.500743	2.192167e-06	1.532349e-08
59951.500743	7.731499e-06	7.293191e-07
59952.500743	1.595922e-06	4.173150e-10
59953.500743	8.655925e-06	7.410521e-07
59954.500743	1.156236e-05	7.275994e-07
59955.500743	2.184397e-05	7.100272e-07
59956.500743	6.350057e-06	1.597087e-08
59957.500743	2.299744e-05	2.044484e-08
59959.500743	2.516865e-05	1.988128e-08
59960.500743	2.655216e-06	1.625392e-08
59961.500743	3.672177e-06	8.564712e-07
59962.500743	3.902928e-07	1.728128e-10
59963.500743	1.023337e-07	6.427339e-11
59964.500743	1.211807e-07	2.731506e-11
59965.500743	4.375824e-07	1.049179e-08
59966.500743	2.645305e-07	4.062920e-08
59967.500743	3.116365e-07	3.752102e-08
59968.500743	1.238955e-07	4.401107e-08
59969.500743	1.710814e-07	6.425047e-09
59970.500743	5.886369e-07	1.596092e-08
59971.500743	1.030147e-07	3.853115e-11
59972.500743	1.401157e-07	8.465933e-11
59973.500743	4.889712e-07	6.258630e-08
59974.500743	2.225743e-07	6.852253e-09
59975.500743	2.201771e-07	3.292780e-08
59976.500743	9.362015e-08	3.120324e-12
59977.500743	6.866562e-08	4.259226e-11
59978.500743	1.647908e-07	1.081818e-09
59979.500743	1.328125e-07	4.691514e-08
59980.500743	8.519542e-07	9.693174e-08
59981.500743	2.294201e-07	9.005970e-08
59982.500743	7.737552e-08	1.738735e-12
59983.500743	2.527204e-07	5.090488e-08
59984.500743	1.719279e-07	2.251301e-08
59985.500743	1.127811e-07	4.798999e-10
59986.500743	2.429266e-07	2.535178e-08
59987.500743	8.854055e-08	2.119839e-09
59988.500743	3.648737e-07	6.650595e-08
59989.500743	1.087149e-07	2.895777e-12
59990.500743	1.159164e-07	5.429125e-11
59991.500743	2.175654e-07	2.896152e-09
59992.500743	9.848460e-07	8.888797e-08
59993.500743	1.494951e-06	5.480618e-09
59994.500743	1.131316e-05	1.802686e-06
59995.500743	1.412711e-06	1.468999e-09
59996.500743	1.578241e-06	1.815518e-07
59997.500743	2.912228e-06	2.632665e-07
59998.500743	8.327135e-07	1.419963e-09
59999.500743	4.822982e-07	6.614517e-10
60000.500743	1.332811e-06	7.137528e-08
60001.500743	7.222108e-07	1.523633e-07
60002.500743	6.201425e-07	1.431279e-09
60003.500743	1.032373e-06	1.883399e-09
60004.500743	1.741664e-06	6.828287e-10
60005.500743	2.018812e-07	2.715103e-09
60006.500743	9.120732e-08	2.510562e-12
60007.500743	5.068124e-07	1.192396e-07
60008.500743	7.604730e-08	6.368860e-11
60009.500743	2.961642e-07	9.510725e-08
60010.500743	4.291561e-07	1.294179e-07
60011.500743	7.346970e-08	1.064553e-11
60012.500743	1.082641e-07	3.249618e-08
60013.500743	9.414846e-08	2.931649e-09
60014.500743	1.420488e-07	6.204471e-10
60015.500743	3.249997e-07	9.268083e-09
60016.500743	4.810607e-08	3.490852e-11
60017.500743	7.436494e-08	1.362507e-11
60018.500743	9.840458e-08	3.796429e-09
60019.500743	6.205547e-07	5.596745e-08
60020.500743	1.032747e-07	2.377309e-09
60021.500743	3.136873e-07	8.495759e-09
60022.500743	1.841173e-07	5.637106e-09
60023.500743	4.046467e-07	1.200314e-08
60024.500743	1.093853e-07	1.269261e-09
60025.500743	9.939640e-08	1.351456e-10
60026.500743	1.698695e-07	1.172771e-09
60027.500743	1.175908e-07	8.832076e-11
60028.500743	1.630475e-07	3.876981e-08
60029.500743	2.885754e-07	5.285727e-09
60030.500743	5.141436e-07	5.517513e-08
60031.500743	5.862779e-07	9.587855e-08
60032.500743	1.227933e-07	9.050797e-11
60033.500743	6.626045e-08	9.619833e-13
60034.500743	6.485034e-07	1.887480e-07
60035.500743	1.531631e-07	6.825236e-08
60036.500743	1.503199e-07	2.007102e-08
60037.500743	2.634045e-07	3.074694e-08
60038.500743	3.691626e-07	9.209089e-09
60039.500743	8.504642e-08	7.482954e-10
60040.500743	1.757153e-07	3.347088e-08
60041.500743	1.336260e-07	1.039314e-10
60042.500743	4.372286e-08	6.745410e-11
60043.500743	8.899447e-08	2.143097e-11
60044.500743	2.151319e-07	8.580248e-09
60045.500743	1.656104e-07	3.505812e-08
60046.500743	1.044721e-07	8.054284e-11
60047.500743	2.906761e-07	9.246339e-09
60048.500743	5.272915e-08	7.903467e-12
60049.500743	3.412700e-07	7.499188e-09
60050.500743	2.653346e-07	6.486681e-09
60051.500743	2.350510e-07	6.348976e-09
60052.500743	2.867095e-07	1.073497e-08
60053.500743	2.398040e-07	4.267190e-08
60054.500743	6.957333e-08	5.168812e-12
60055.500743	1.162295e-07	1.203929e-10
60056.500743	4.560110e-07	1.177349e-08
60057.500743	7.636770e-08	1.528970e-11
60058.500743	1.851419e-07	6.556004e-08
60059.500743	1.144964e-07	7.945040e-10
60060.500743	3.908679e-07	5.038943e-08
60061.500743	6.226811e-08	3.004458e-10
60062.500743	4.083591e-07	9.392845e-09
60063.500743	3.464942e-07	9.988558e-08
60064.500743	1.156486e-07	3.884530e-09
60065.500743	1.906241e-07	4.743280e-09
60066.500743	7.973013e-08	9.689017e-11
60067.500743	5.467465e-08	5.559792e-11
60068.500743	3.973949e-08	6.706304e-12
60069.500743	3.083585e-07	9.087665e-08
60070.500743	1.198930e-07	1.241620e-08
60071.500743	7.821429e-08	2.916063e-08
60072.500743	8.639500e-08	3.433658e-08
60073.500743	3.744440e-08	2.616670e-11
60074.500743	2.403560e-07	8.430451e-08
60075.500743	1.133189e-07	3.012379e-09
60076.500743	7.854758e-08	2.091175e-09
60077.500743	4.187420e-07	9.421849e-09
60078.500743	2.287790e-07	7.993275e-08
60079.500743	2.014329e-07	7.453276e-08
60080.500743	4.511233e-07	1.672990e-07
60081.500743	3.620416e-07	1.386703e-07
60082.500743	1.994524e-07	9.351446e-09
60083.500743	4.530704e-07	1.224568e-08
60084.500743	1.323113e-07	1.720887e-08
60085.500743	2.296787e-07	1.063175e-07
60086.500743	5.286333e-07	1.391121e-08
60087.500743	6.370293e-08	9.859753e-12
60088.500743	1.533241e-07	6.649465e-10
60089.500743	1.049316e-06	1.094010e-07
60090.500743	1.394958e-07	2.940754e-10
60091.500743	4.730010e-07	1.368291e-07
60092.500743	6.494488e-08	2.723679e-12
60093.500743	1.245958e-07	1.245142e-10
60094.500743	4.068901e-07	4.437071e-08
60095.500743	8.280325e-08	3.002308e-12
60096.500743	1.018383e-07	1.916066e-08
60097.500743	1.613503e-07	6.929909e-09
60098.500743	1.314301e-07	1.370900e-08
60099.500743	2.612010e-07	4.310552e-08
60100.500743	2.587936e-07	5.266062e-08
60101.500743	3.240906e-07	6.182359e-09
60102.500743	1.241562e-07	7.947820e-11
60103.500743	4.877179e-08	2.039444e-12
60104.500743	2.874339e-07	8.995994e-08
60105.500743	1.316194e-07	1.870785e-12
60106.500743	5.288439e-07	6.170750e-08
60107.500743	7.415883e-07	3.676967e-08
60108.500743	2.615220e-07	5.533465e-08
60109.500743	2.611192e-07	3.887371e-08
60110.500743	8.894335e-08	3.250996e-11
60111.500743	1.275325e-07	1.414528e-10
60112.500743	4.749421e-07	1.429142e-07
60113.500743	6.081367e-08	1.246905e-11
60114.500743	7.592329e-08	4.946828e-12
60115.500743	1.720927e-07	4.411250e-09
60116.500743	4.374938e-07	6.645506e-08
60117.500743	6.019776e-07	1.827088e-07
60118.500743	3.258494e-07	4.896870e-08
60119.500743	4.872197e-07	4.466133e-08
60120.500743	5.855421e-08	9.266550e-13
60121.500743	1.306569e-07	1.861947e-08
60122.500743	2.713764e-07	3.693046e-08
60123.500743	3.609213e-07	4.349998e-08
60124.500743	3.050922e-07	1.096613e-07
60125.500743	8.449724e-08	2.036851e-11
60126.500743	1.104230e-07	1.115901e-10
60127.500743	2.782668e-07	6.222065e-09
60128.500743	2.547199e-07	1.873319e-07
60129.500743	7.901736e-08	2.327743e-09
60130.500743	3.719416e-07	4.188838e-08
60131.500743	2.452031e-07	7.395459e-10
60132.500743	1.138913e-07	1.280744e-10
60133.500743	1.308574e-07	1.981656e-08
60134.500743	2.208372e-07	3.575024e-08
60135.500743	1.349849e-07	9.981039e-10
60136.500743	2.004428e-07	6.812492e-09
60137.500743	1.601929e-07	3.323099e-08
60138.500743	2.076519e-07	2.324748e-08
60139.500743	1.156565e-07	1.416286e-08
60140.500743	3.490917e-07	6.106026e-08
60141.500743	1.407821e-07	1.633910e-08
60142.500743	5.635085e-07	7.905061e-08
60143.500743	1.313191e-07	4.667986e-08
60144.500743	4.850777e-07	1.528304e-07
60145.500743	5.013558e-07	7.579050e-08
60146.500743	2.050125e-07	2.055904e-08
60147.500743	3.014837e-07	4.302098e-08
60148.500743	3.616122e-07	4.603366e-08
60149.500743	2.236541e-07	5.547910e-08
60150.500743	1.470237e-07	3.455529e-09
60151.500743	3.239017e-07	4.086743e-08
60152.500743	1.366782e-06	2.810768e-09
60153.500743	1.762956e-05	9.221430e-07
60154.500743	1.052734e-05	2.108325e-08
60155.500743	1.128366e-04	6.312877e-07
60158.500743	1.105438e-05	4.533730e-09
60165.500743	1.683003e-04	2.683597e-05
60166.500743	1.013897e-05	1.057984e-07
60167.500743	2.558638e-06	2.803136e-08
60168.500743	1.818288e-06	3.984204e-07
60169.500743	9.196143e-08	1.864561e-12
60170.500743	2.389894e-07	3.006044e-08
60171.500743	5.071508e-07	1.279238e-08
60172.500743	4.568118e-07	3.497473e-08
60173.500743	9.405715e-08	5.914271e-11
60174.500743	1.418400e-07	2.424768e-08
60175.500743	6.715135e-08	1.190937e-11
60176.500743	1.087961e-07	4.762278e-10
60177.500743	1.538684e-07	1.641287e-08
60178.500743	8.911435e-08	2.451020e-11
60179.500743	1.462939e-07	1.039713e-09
60180.500743	3.648100e-07	6.634964e-08
60181.500743	1.108135e-07	1.506077e-08
60182.500743	1.125319e-07	2.269939e-10
60183.500743	1.023514e-07	2.343193e-12
60184.500743	1.228869e-07	2.843893e-11
60185.500743	7.682523e-08	2.758348e-11
60186.500743	5.664629e-07	1.002242e-07
60187.500743	1.550798e-07	5.725598e-08
60188.500743	8.505241e-08	1.431568e-10
60189.500743	1.394034e-07	6.437964e-09
60190.500743	5.140704e-07	7.485543e-08
60191.500743	6.400946e-08	3.449138e-11
60192.500743	2.724307e-07	4.307838e-08
60193.500743	1.182800e-07	1.720490e-10
60194.500743	3.792547e-07	1.243713e-07
60195.500743	7.817440e-08	5.527276e-12
60196.500743	3.197723e-07	6.342236e-08
60197.500743	1.357467e-07	5.889444e-08
60198.500743	4.352468e-07	5.230492e-08
60199.500743	9.527562e-08	2.031176e-09
60200.500743	3.230145e-07	6.307796e-08
60201.500743	1.022160e-07	3.193524e-10
60202.500743	1.015050e-07	2.138357e-09
60203.500743	6.503728e-07	1.787538e-07
60204.500743	5.178184e-08	1.513795e-09
60205.500743	3.414061e-07	2.310645e-08
60206.500743	1.384045e-07	3.686892e-10
60207.500743	4.037648e-07	5.928838e-08
60208.500743	7.129587e-08	6.284357e-11
60209.500743	3.896617e-07	5.690815e-08
60210.500743	2.986245e-07	2.597115e-08
60211.500743	1.631303e-07	5.355196e-08
60212.500743	1.286219e-07	4.676665e-08
60213.500743	8.917565e-08	4.300554e-11
60214.500743	1.010575e-07	1.779244e-08
60215.500743	1.742593e-07	2.141026e-08
60216.500743	2.803278e-07	4.933521e-09
60217.500743	4.681188e-07	1.394077e-08
