JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2457459.408855	14.602	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41318	OJ 287	AAVSO	STD				
2457459.409335	14.181	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457459.41366	OJ 287	AAVSO	STD				
2457459.409345	14.633	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41367	OJ 287	AAVSO	STD				
2457459.409395	14.4345	0.0121		CV	GFDB		000-BBQ-029		X15647EI		0	1.090	Z	-12.3766		2457459.41372	OJ 287	AAM	STD				
2457459.409805	14.200	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457459.41413	OJ 287	AAVSO	STD				
2457459.409815	14.634	0.017		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41414	OJ 287	AAVSO	STD				
2457459.410285	14.205	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457459.41461	OJ 287	AAVSO	STD				
2457459.410295	14.616	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41462	OJ 287	AAVSO	STD				
2457459.410755	14.217	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457459.41508	OJ 287	AAVSO	STD				
2457459.410765	14.596	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41509	OJ 287	AAVSO	STD				
2457459.411245	14.182	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457459.41557	OJ 287	AAVSO	STD				
2457459.411255	14.620	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41558	OJ 287	AAVSO	STD				
2457459.411716	14.127	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457459.41604	OJ 287	AAVSO	STD				
2457459.411726	14.621	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41605	OJ 287	AAVSO	STD				
2457459.412196	14.186	0.014		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457459.41652	OJ 287	AAVSO	STD				
2457459.412206	14.621	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41653	OJ 287	AAVSO	STD				
2457459.412216	14.4261	0.0121		CV	GFDB		000-BBQ-029		X15647EI		0	1.089	Z	-12.3753		2457459.41654	OJ 287	AAM	STD				
2457459.412666	14.190	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.41699	OJ 287	AAVSO	STD				
2457459.412676	14.661	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41700	OJ 287	AAVSO	STD				
2457459.413146	14.188	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.41747	OJ 287	AAVSO	STD				
2457459.413156	14.621	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41748	OJ 287	AAVSO	STD				
2457459.413626	14.220	0.014		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.41795	OJ 287	AAVSO	STD				
2457459.413636	14.546	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.41796	OJ 287	AAVSO	STD				
2457459.414106	14.229	0.014		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.41843	OJ 287	AAVSO	STD				
2457459.414116	14.676	0.017		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.41844	OJ 287	AAVSO	STD				
2457459.414576	14.202	0.014		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.41890	OJ 287	AAVSO	STD				
2457459.414586	14.685	0.017		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.41891	OJ 287	AAVSO	STD				
2457459.415036	14.4270	0.0122		CV	GFDB		000-BBQ-029		X15647EI		0	1.089	Z	-12.3609		2457459.41936	OJ 287	AAM	STD				
2457459.415056	14.180	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.41938	OJ 287	AAVSO	STD				
2457459.415066	14.635	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.41939	OJ 287	AAVSO	STD				
2457459.415536	14.608	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.41986	OJ 287	AAVSO	STD				
2457459.415536	14.199	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.41986	OJ 287	AAVSO	STD				
2457459.416016	14.600	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42034	OJ 287	AAVSO	STD				
2457459.416016	14.162	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42034	OJ 287	AAVSO	STD				
2457459.416486	14.574	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42081	OJ 287	AAVSO	STD				
2457459.416486	14.212	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42081	OJ 287	AAVSO	STD				
2457459.416976	14.607	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42130	OJ 287	AAVSO	STD				
2457459.416976	14.166	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42130	OJ 287	AAVSO	STD				
2457459.417446	14.643	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42177	OJ 287	AAVSO	STD				
2457459.417446	14.224	0.014		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42177	OJ 287	AAVSO	STD				
2457459.417876	14.4320	0.0123		CV	GFDB		000-BBQ-029		X15647EI		0	1.089	Z	-12.3532		2457459.42220	OJ 287	AAM	STD				
2457459.417926	14.622	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42225	OJ 287	AAVSO	STD				
2457459.417926	14.228	0.014		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42225	OJ 287	AAVSO	STD				
2457459.418396	14.581	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42272	OJ 287	AAVSO	STD				
2457459.418396	14.161	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42272	OJ 287	AAVSO	STD				
2457459.418876	14.602	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42320	OJ 287	AAVSO	STD				
2457459.418876	14.196	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42320	OJ 287	AAVSO	STD				
2457459.419356	14.527	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42368	OJ 287	AAVSO	STD				
2457459.419356	14.159	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42368	OJ 287	AAVSO	STD				
2457459.419836	14.573	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42416	OJ 287	AAVSO	STD				
2457459.419836	14.204	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457459.42416	OJ 287	AAVSO	STD				
2457459.420306	14.584	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.043	Z		13.327	2457459.42463	OJ 287	AAVSO	STD				
2457459.420696	14.4280	0.0123		CV	GFDB		000-BBQ-029		X15647EI		0	1.089	Z	-12.3343		2457459.42502	OJ 287	AAM	STD				
2457459.420796	14.586	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42512	OJ 287	AAVSO	STD				
2457459.421266	14.651	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42559	OJ 287	AAVSO	STD				
2457459.421746	14.541	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42607	OJ 287	AAVSO	STD				
2457459.422226	14.552	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42655	OJ 287	AAVSO	STD				
2457459.422706	14.521	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42703	OJ 287	AAVSO	STD				
2457459.423176	14.604	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42750	OJ 287	AAVSO	STD				
2457459.423526	14.4331	0.0124		CV	GFDB		000-BBQ-029		X15647EI		0	1.089	Z	-12.3215		2457459.42785	OJ 287	AAM	STD				
2457459.423656	14.605	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42798	OJ 287	AAVSO	STD				
2457459.424136	14.575	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42846	OJ 287	AAVSO	STD				
2457459.424616	14.590	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42894	OJ 287	AAVSO	STD				
2457459.425086	14.602	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42941	OJ 287	AAVSO	STD				
2457459.425576	14.587	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457459.42990	OJ 287	AAVSO	STD				
2457459.426046	14.603	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457459.43037	OJ 287	AAVSO	STD				
2457459.426356	14.4319	0.0127		CV	GFDB		000-BBQ-029		X15647EI		0	1.090	Z	-12.2780		2457459.43068	OJ 287	AAM	STD				
2457459.426526	14.588	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457459.43085	OJ 287	AAVSO	STD				
2457459.426997	14.607	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457459.43132	OJ 287	AAVSO	STD				
2457459.427487	14.585	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457459.43181	OJ 287	AAVSO	STD				
2457459.427957	14.614	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457459.43228	OJ 287	AAVSO	STD				
2457459.428437	14.575	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457459.43276	OJ 287	AAVSO	STD				
2457459.428907	14.615	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457459.43323	OJ 287	AAVSO	STD				
2457459.429187	14.4271	0.0128		CV	GFDB		000-BBQ-029		X15647EI		0	1.091	Z	-12.2457		2457459.43351	OJ 287	AAM	STD				
2457459.429397	14.577	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457459.43372	OJ 287	AAVSO	STD				
2457459.429867	14.564	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457459.43419	OJ 287	AAVSO	STD				
2457459.430347	14.573	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457459.43467	OJ 287	AAVSO	STD				
2457459.430827	14.554	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457459.43515	OJ 287	AAVSO	STD				
2457459.431307	14.591	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.047	Z		13.327	2457459.43563	OJ 287	AAVSO	STD				
2457459.432007	14.4289	0.0129		CV	GFDB		000-BBQ-029		X15647EI		0	1.092	Z	-12.2322		2457459.43633	OJ 287	AAM	STD				
2457459.436667	14.4367	0.0130		CV	GFDB		000-BBQ-029		X15647EI		0	1.095	Z	-12.2315		2457459.44099	OJ 287	AAM	STD				
2457459.439497	14.4200	0.0131		CV	GFDB		000-BBQ-029		X15647EI		0	1.097	Z	-12.2038		2457459.44382	OJ 287	AAM	STD				
2457459.442317	14.4341	0.0133		CV	GFDB		000-BBQ-029		X15647EI		0	1.099	Z	-12.1721		2457459.44664	OJ 287	AAM	STD				
2457459.445148	14.4418	0.0136		CV	GFDB		000-BBQ-029		X15647EI		0	1.102	Z	-12.1362		2457459.44947	OJ 287	AAM	STD				
2457459.447978	14.4203	0.0138		CV	GFDB		000-BBQ-029		X15647EI		0	1.104	Z	-12.0840		2457459.45230	OJ 287	AAM	STD				
2457459.450808	14.4108	0.0143		CV	GFDB		000-BBQ-029		X15647EI		0	1.107	Z	-11.9934		2457459.45513	OJ 287	AAM	STD				
2457459.6	14.7			Vis.	MOW		146	149	10317DOG				Z				OJ 287	AAVSO	STD				
2457460.35250	14.428	0.112		V	RZD		ENSEMBLE		X16069AUB		0	1.126	Z				OJ 287	AAVSO	STD				
2457460.361037	14.128	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.087	Z	-12.207		2457460.36530	OJ 287	AAVSO	STD				
2457460.368328	14.114	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.081	Z	-12.196		2457460.37259	OJ 287	AAVSO	STD				
2457460.375608	14.110	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.077	Z	-12.195		2457460.37987	OJ 287	AAVSO	STD				
2457460.382889	14.111	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.074	Z	-12.190		2457460.38715	OJ 287	AAVSO	STD				
2457460.390169	14.104	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.073	Z	-12.199		2457460.39443	OJ 287	AAVSO	STD				
2457460.397480	14.084	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.074	Z	-12.176		2457460.40174	OJ 287	AAVSO	STD				
2457460.403	14.28			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2457460.405150	14.073	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.077	Z	-12.190		2457460.40941	OJ 287	AAVSO	STD				
2457460.412431	14.078	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.082	Z	-12.200		2457460.41669	OJ 287	AAVSO	STD				
2457460.419711	14.068	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.088	Z	-12.188		2457460.42397	OJ 287	AAVSO	STD				
2457460.426992	14.061	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.096	Z	-12.180		2457460.43125	OJ 287	AAVSO	STD				
2457460.430301	14.390	0.017		CV	DAM		161		X15649LOX		0		Z	14.365			OJ 287	AAVSO	STD				
2457460.434272	14.052	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.106	Z	-12.163		2457460.43853	OJ 287	AAVSO	STD				
2457460.441553	14.054	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.117	Z	-12.158		2457460.44581	OJ 287	AAVSO	STD				
2457460.448833	14.045	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.131	Z	-12.155		2457460.45309	OJ 287	AAVSO	STD				
2457460.50761	14.351	0.009		V	BDG		ENSEMBLE	11	KIDGER	MEAN OF 11 OBS	1	1.381	Z		15.123		OJ 287	BAA-VSS	STD	1			
2457460.50835	13.941	0.013		R	BDG		ENSEMBLE	11	KIDGER	MEAN OF 11 OBS	1	1.384	Z		14.748		OJ 287	BAA-VSS	STD	1			
2457461.30682	14.252	0.014		V	BDG		ENSEMBLE	11	KIDGER	MEAN OF 5 OBS	1	1.317	Z		15.138		OJ 287	BAA-VSS	STD	1			
2457461.30757	13.838	0.013		R	BDG		ENSEMBLE	11	KIDGER	MEAN OF 5 OBS	1	1.314	Z		14.760		OJ 287	BAA-VSS	STD	1			
2457461.354343	14.144	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.099	Z		13.327	2457461.35854	OJ 287	AAVSO	STD				
2457461.355053	14.144	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.097	Z		13.327	2457461.35925	OJ 287	AAVSO	STD				
2457461.355753	14.144	0.015		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.096	Z		13.327	2457461.35995	OJ 287	AAVSO	STD				
2457461.356463	14.154	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.094	Z		13.327	2457461.36066	OJ 287	AAVSO	STD				
2457461.357163	14.175	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.093	Z		13.327	2457461.36136	OJ 287	AAVSO	STD				
2457461.357883	14.181	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.092	Z		13.327	2457461.36208	OJ 287	AAVSO	STD				
2457461.358593	14.157	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.090	Z		13.327	2457461.36279	OJ 287	AAVSO	STD				
2457461.359293	14.161	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.089	Z		13.327	2457461.36349	OJ 287	AAVSO	STD				
2457461.360004	14.214	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.088	Z		13.327	2457461.36420	OJ 287	AAVSO	STD				
2457461.360714	14.188	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.087	Z		13.327	2457461.36491	OJ 287	AAVSO	STD				
2457461.361424	14.256	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.085	Z		13.327	2457461.36562	OJ 287	AAVSO	STD				
2457461.362134	14.210	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.084	Z		13.327	2457461.36633	OJ 287	AAVSO	STD				
2457461.362844	14.236	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.083	Z		13.327	2457461.36704	OJ 287	AAVSO	STD				
2457461.367094	14.162	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.076	Z		13.327	2457461.37129	OJ 287	AAVSO	STD				
2457461.367804	14.163	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.075	Z		13.327	2457461.37200	OJ 287	AAVSO	STD				
2457461.368514	14.190	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.074	Z		13.327	2457461.37271	OJ 287	AAVSO	STD				
2457461.36875	14.1			Vis.	MUY		136		X15963JQ				Z				OJ 287	VVS	STD				
2457461.369214	14.146	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.073	Z		13.327	2457461.37341	OJ 287	AAVSO	STD				
2457461.369934	14.145	0.015		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.072	Z		13.327	2457461.37413	OJ 287	AAVSO	STD				
2457461.370644	14.184	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.071	Z		13.327	2457461.37484	OJ 287	AAVSO	STD				
2457461.371344	14.209	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.070	Z		13.327	2457461.37554	OJ 287	AAVSO	STD				
2457461.372064	14.136	0.015		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.069	Z		13.327	2457461.37626	OJ 287	AAVSO	STD				
2457461.372774	14.170	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.068	Z		13.327	2457461.37697	OJ 287	AAVSO	STD				
2457461.373474	14.140	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.067	Z		13.327	2457461.37767	OJ 287	AAVSO	STD				
2457461.374194	14.153	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.066	Z		13.327	2457461.37839	OJ 287	AAVSO	STD				
2457461.374905	14.211	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.065	Z		13.327	2457461.37910	OJ 287	AAVSO	STD				
2457461.375605	14.111	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.065	Z		13.327	2457461.37980	OJ 287	AAVSO	STD				
2457461.376315	14.156	0.015		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.064	Z		13.327	2457461.38051	OJ 287	AAVSO	STD				
2457461.377735	14.168	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.062	Z		13.327	2457461.38193	OJ 287	AAVSO	STD				
2457461.378455	14.166	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.061	Z		13.327	2457461.38265	OJ 287	AAVSO	STD				
2457461.379165	14.171	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.060	Z		13.327	2457461.38336	OJ 287	AAVSO	STD				
2457461.379865	14.146	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.060	Z		13.327	2457461.38406	OJ 287	AAVSO	STD				
2457461.380575	14.172	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.059	Z		13.327	2457461.38477	OJ 287	AAVSO	STD				
2457461.381285	14.159	0.015		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.058	Z		13.327	2457461.38548	OJ 287	AAVSO	STD				
2457461.381995	14.155	0.015		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.058	Z		13.327	2457461.38619	OJ 287	AAVSO	STD				
2457461.382715	14.153	0.015		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.057	Z		13.327	2457461.38691	OJ 287	AAVSO	STD				
2457461.383415	14.214	0.016		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.056	Z		13.327	2457461.38761	OJ 287	AAVSO	STD				
2457461.400	14.27			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2457461.43	14.1			Vis.	TOO				251.02	SCT355			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457461.48018	14.287	0.013		V	BDG		ENSEMBLE	11	KIDGER	MEAN OF 5 OBS	1	1.289	Z		15.144		OJ 287	BAA-VSS	STD	1			
2457461.48092	13.869	0.006		R	BDG		ENSEMBLE	11	KIDGER	MEAN OF 5 OBS	1	1.291	Z		14.741		OJ 287	BAA-VSS	STD	1			
2457461.486642	14.0405	0.0112		CV	GFDB		000-BBQ-029		X15647EI		0	1.185	Z	-12.1568		2457461.49083	OJ 287	AAM	STD				
2457461.493892	14.0252	0.0111		CV	GFDB		000-BBQ-029		X15647EI		0	1.207	Z	-12.1592		2457461.49808	OJ 287	AAM	STD				
2457461.496713	14.0337	0.0111		CV	GFDB		000-BBQ-029		X15647EI		0	1.215	Z	-12.1714		2457461.50090	OJ 287	AAM	STD				
2457461.499543	14.0309	0.0110		CV	GFDB		000-BBQ-029		X15647EI		0	1.225	Z	-12.1813		2457461.50373	OJ 287	AAM	STD				
2457461.502353	14.0237	0.0110		CV	GFDB		000-BBQ-029		X15647EI		0	1.235	Z	-12.1799		2457461.50654	OJ 287	AAM	STD				
2457461.505173	14.0321	0.0111		CV	GFDB		000-BBQ-029		X15647EI		0	1.245	Z	-12.1782		2457461.50936	OJ 287	AAM	STD				
2457461.508013	14.0241	0.0111		CV	GFDB		000-BBQ-029		X15647EI		0	1.256	Z	-12.1595		2457461.51220	OJ 287	AAM	STD				
2457461.521314	14.0114	0.0109		CV	GFDB		000-BBQ-029		X15647EI		0	1.312	Z	-12.1881		2457461.52550	OJ 287	AAM	STD				
2457461.524145	14.0226	0.0109		CV	GFDB		000-BBQ-029		X15647EI		0	1.326	Z	-12.1935		2457461.52833	OJ 287	AAM	STD				
2457461.526975	14.0042	0.0109		CV	GFDB		000-BBQ-029		X15647EI		0	1.340	Z	-12.1852		2457461.53116	OJ 287	AAM	STD				
2457461.529795	13.9999	0.0109		CV	GFDB		000-BBQ-029		X15647EI		0	1.355	Z	-12.1664		2457461.53398	OJ 287	AAM	STD				
2457461.532635	14.0030	0.0111		CV	GFDB		000-BBQ-029		X15647EI		0	1.370	Z	-12.1481		2457461.53682	OJ 287	AAM	STD				
2457461.535455	14.0077	0.0112		CV	GFDB		000-BBQ-029		X15647EI		0	1.386	Z	-12.1190		2457461.53964	OJ 287	AAM	STD				
2457461.538295	14.0064	0.0113		CV	GFDB		000-BBQ-029		X15647EI		0	1.403	Z	-12.1069		2457461.54248	OJ 287	AAM	STD				
2457461.541116	14.0081	0.0113		CV	GFDB		000-BBQ-029		X15647EI		0	1.421	Z	-12.0997		2457461.54530	OJ 287	AAM	STD				
2457461.543946	14.0053	0.0113		CV	GFDB		000-BBQ-029		X15647EI		0	1.439	Z	-12.1049		2457461.54813	OJ 287	AAM	STD				
2457461.546766	13.9980	0.0113		CV	GFDB		000-BBQ-029		X15647EI		0	1.458	Z	-12.1034		2457461.55095	OJ 287	AAM	STD				
2457461.549596	13.9992	0.0113		CV	GFDB		000-BBQ-029		X15647EI		0	1.478	Z	-12.1012		2457461.55378	OJ 287	AAM	STD				
2457461.552436	14.0028	0.0113		CV	GFDB		000-BBQ-029		X15647EI		0	1.498	Z	-12.1020		2457461.55662	OJ 287	AAM	STD				
2457461.555257	14.0067	0.0113		CV	GFDB		000-BBQ-029		X15647EI		0	1.520	Z	-12.1004		2457461.55944	OJ 287	AAM	STD				
2457461.558107	14.0081	0.0114		CV	GFDB		000-BBQ-029		X15647EI		0	1.542	Z	-12.0966		2457461.56229	OJ 287	AAM	STD				
2457461.560937	14.0010	0.0114		CV	GFDB		000-BBQ-029		X15647EI		0	1.566	Z	-12.0773		2457461.56512	OJ 287	AAM	STD				
2457461.563757	14.0019	0.0116		CV	GFDB		000-BBQ-029		X15647EI		0	1.590	Z	-12.0439		2457461.56794	OJ 287	AAM	STD				
2457461.566597	14.0115	0.0116		CV	GFDB		000-BBQ-029		X15647EI		0	1.616	Z	-12.0598		2457461.57078	OJ 287	AAM	STD				
2457461.572288	13.9923	0.0117		CV	GFDB		000-BBQ-029		X15647EI		0	1.671	Z	-12.0182		2457461.57647	OJ 287	AAM	STD				
2457461.575108	13.9978	0.0116		CV	GFDB		000-BBQ-029		X15647EI		0	1.701	Z	-12.0306		2457461.57929	OJ 287	AAM	STD				
2457461.577948	14.0119	0.0119		CV	GFDB		000-BBQ-029		X15647EI		0	1.731	Z	-11.9994		2457461.58213	OJ 287	AAM	STD				
2457461.580788	14.0047	0.0117		CV	GFDB		000-BBQ-029		X15647EI		0	1.764	Z	-12.0234		2457461.58497	OJ 287	AAM	STD				
2457461.583609	13.9970	0.0117		CV	GFDB		000-BBQ-029		X15647EI		0	1.797	Z	-12.0237		2457461.58779	OJ 287	AAM	STD				
2457462.31742	14.328	0.008		V	PXR		S	T	BAA VSS 251.02		0		Z	14.61	14.946		OJ 287	BAA-VSS	STD				
2457462.31887	14.311	0.008		V	PXR		S	T	BAA VSS 251.02		0		Z	14.61	14.931		OJ 287	BAA-VSS	STD				
2457462.31959	14.312	0.008		V	PXR		S	T	BAA VSS 251.02		0		Z	14.61	14.963		OJ 287	BAA-VSS	STD				
2457462.32031	14.318	0.008		V	PXR		S	T	BAA VSS 251.02		0		Z	14.61	14.937		OJ 287	BAA-VSS	STD				
2457462.32104	14.343	0.007		V	PXR		S	T	BAA VSS 251.02		0		Z	14.61	14.935		OJ 287	BAA-VSS	STD				
2457462.32319	14.202	0.012		R	PXR		S	T	BAA VSS 251.02 + APA		0		Z	14.503	14.817		OJ 287	BAA-VSS	STD				
2457462.32391	14.245	0.012		R	PXR		S	T	BAA VSS 251.02 + APA		0		Z	14.503	14.886		OJ 287	BAA-VSS	STD				
2457462.32463	14.227	0.012		R	PXR		S	T	BAA VSS 251.02 + APA		0		Z	14.503	14.868		OJ 287	BAA-VSS	STD				
