JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2457462.32536	14.184	0.012		R	PXR		S	T	BAA VSS 251.02 + APA		0		Z	14.503	14.829		OJ 287	BAA-VSS	STD				
2457462.32681	14.238	0.012		R	PXR		S	T	BAA VSS 251.02 + APA		0		Z	14.503	14.842		OJ 287	BAA-VSS	STD				
2457462.32752	14.403	0.011		V	BDG		ENSEMBLE	11	KIDGER	MEAN OF 5 OBS	1	1.249	Z		15.140		OJ 287	BAA-VSS	STD	1			
2457462.32752	14.214	0.011		R	PXR		S	T	BAA VSS 251.02 + APA		0		Z	14.503	14.879		OJ 287	BAA-VSS	STD				
2457462.32826	13.981	0.006		R	BDG		ENSEMBLE	11	KIDGER	MEAN OF 5 OBS	1	1.247	Z		14.752		OJ 287	BAA-VSS	STD	1			
2457462.37153	14.3			Vis.	MUY		136		X15963JQ				Z				OJ 287	VVS	STD				
2457462.431	14.3			Vis.	PYG	U	R-3		251.02				Z				OJ 287	BAA-VSS	STD				
2457462.46	14.2			Vis.	TOO				251.02	SCT355			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457463.447376	14.4211	0.0115		CV	GFDB		000-BBQ-029		X15647EI		0	1.117	Z	-12.4782		2457463.45143	OJ 287	AAM	STD				
2457463.450566	14.4092	0.0115		CV	GFDB		000-BBQ-029		X15647EI		0	1.121	Z	-12.4627		2457463.45462	OJ 287	AAM	STD				
2457463.453746	14.4167	0.0115		CV	GFDB		000-BBQ-029		X15647EI		0	1.126	Z	-12.4719		2457463.45780	OJ 287	AAM	STD				
2457463.456917	14.4159	0.0115		CV	GFDB		000-BBQ-029		X15647EI		0	1.131	Z	-12.4739		2457463.46097	OJ 287	AAM	STD				
2457463.460097	14.4255	0.0116		CV	GFDB		000-BBQ-029		X15647EI		0	1.137	Z	-12.4706		2457463.46415	OJ 287	AAM	STD				
2457463.463287	14.4209	0.0117		CV	GFDB		000-BBQ-029		X15647EI		0	1.143	Z	-12.4433		2457463.46734	OJ 287	AAM	STD				
2457463.466457	14.4267	0.0117		CV	GFDB		000-BBQ-029		X15647EI		0	1.150	Z	-12.4477		2457463.47051	OJ 287	AAM	STD				
2457463.469628	14.4184	0.0118		CV	GFDB		000-BBQ-029		X15647EI		0	1.157	Z	-12.4253		2457463.47368	OJ 287	AAM	STD				
2457463.472818	14.4153	0.0118		CV	GFDB		000-BBQ-029		X15647EI		0	1.164	Z	-12.4114		2457463.47687	OJ 287	AAM	STD				
2457463.476028	14.4226	0.0119		CV	GFDB		000-BBQ-029		X15647EI		0	1.172	Z	-12.4150		2457463.48008	OJ 287	AAM	STD				
2457463.479198	14.4184	0.0120		CV	GFDB		000-BBQ-029		X15647EI		0	1.180	Z	-12.3853		2457463.48325	OJ 287	AAM	STD				
2457463.493349	14.4086	0.0121		CV	GFDB		000-BBQ-029		X15647EI		0	1.222	Z	-12.3659		2457463.49740	OJ 287	AAM	STD				
2457463.500540	14.4295	0.0121		CV	GFDB		000-BBQ-029		X15647EI		0	1.248	Z	-12.3831		2457463.50459	OJ 287	AAM	STD				
2457463.503710	14.4046	0.0120		CV	GFDB		000-BBQ-029		X15647EI		0	1.260	Z	-12.3647		2457463.50776	OJ 287	AAM	STD				
2457463.506880	14.4291	0.0121		CV	GFDB		000-BBQ-029		X15647EI		0	1.273	Z	-12.3741		2457463.51093	OJ 287	AAM	STD				
2457463.515351	14.4243	0.0123		CV	GFDB		000-BBQ-029		X15647EI		0	1.310	Z	-12.3462		2457463.51940	OJ 287	AAM	STD				
2457463.518531	14.4102	0.0123		CV	GFDB		000-BBQ-029		X15647EI		0	1.325	Z	-12.3323		2457463.52258	OJ 287	AAM	STD				
2457463.521701	14.3987	0.0122		CV	GFDB		000-BBQ-029		X15647EI		0	1.341	Z	-12.3238		2457463.52575	OJ 287	AAM	STD				
2457463.524871	14.4052	0.0124		CV	GFDB		000-BBQ-029		X15647EI		0	1.358	Z	-12.3032		2457463.52892	OJ 287	AAM	STD				
2457463.528052	14.3944	0.0124		CV	GFDB		000-BBQ-029		X15647EI		0	1.375	Z	-12.2959		2457463.53210	OJ 287	AAM	STD				
2457463.531232	14.4251	0.0125		CV	GFDB		000-BBQ-029		X15647EI		0	1.394	Z	-12.3093		2457463.53528	OJ 287	AAM	STD				
2457463.534412	14.3989	0.0125		CV	GFDB		000-BBQ-029		X15647EI		0	1.413	Z	-12.2800		2457463.53846	OJ 287	AAM	STD				
2457463.537582	14.4146	0.0127		CV	GFDB		000-BBQ-029		X15647EI		0	1.433	Z	-12.2528		2457463.54163	OJ 287	AAM	STD				
2457463.540752	14.4040	0.0128		CV	GFDB		000-BBQ-029		X15647EI		0	1.454	Z	-12.2320		2457463.54480	OJ 287	AAM	STD				
2457463.543923	14.3846	0.0128		CV	GFDB		000-BBQ-029		X15647EI		0	1.476	Z	-12.2146		2457463.54797	OJ 287	AAM	STD				
2457463.721	14.5			Vis.	HUR				251.02	SSONV; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457465.389	14.26			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2457465.43568	14.305	0.034		V	BDG		ENSEMBLE	11	KIDGER	MEAN OF 20 OBS	1	1.215	Z		15.127		OJ 287	BAA-VSS	STD	1			
2457465.43642	13.863	0.034		R	BDG		ENSEMBLE	11	KIDGER	MEAN OF 20 OBS	1	1.216	Z		14.748		OJ 287	BAA-VSS	STD	1			
2457469.423232	14.253	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.129	Z	-12.051		2457469.42685	OJ 287	AAVSO	STD				
2457469.430503	14.247	0.013		R	NRNA		000-BBQ-029		X16263DI		0	1.145	Z	-12.205		2457469.43412	OJ 287	AAVSO	STD				
2457469.437753	14.239	0.013		R	NRNA		000-BBQ-029		X16263DI		0	1.163	Z	-12.219		2457469.44137	OJ 287	AAVSO	STD				
2457469.445024	14.225	0.013		R	NRNA		000-BBQ-029		X16263DI		0	1.183	Z	-12.199		2457469.44864	OJ 287	AAVSO	STD				
2457469.452304	14.206	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.206	Z	-11.954		2457469.45592	OJ 287	AAVSO	STD				
2457469.468176	14.606	0.016		V	NRNA		000-BBQ-029		X16263DI		0	1.267	Z	-11.846		2457469.47179	OJ 287	AAVSO	STD				
2457469.475426	14.629	0.017		V	NRNA		000-BBQ-029		X16263DI		0	1.299	Z	-11.722		2457469.47904	OJ 287	AAVSO	STD				
2457469.482667	14.616	0.018		V	NRNA		000-BBQ-029		X16263DI		0	1.336	Z	-11.641		2457469.48628	OJ 287	AAVSO	STD				
2457469.489907	14.643	0.019		V	NRNA		000-BBQ-029		X16263DI		0	1.376	Z	-11.585		2457469.49352	OJ 287	AAVSO	STD				
2457469.497148	14.571	0.017		V	NRNA		000-BBQ-029		X16263DI		0	1.422	Z	-11.737		2457469.50076	OJ 287	AAVSO	STD				
2457469.504398	14.616	0.017		V	NRNA		000-BBQ-029		X16263DI		0	1.472	Z	-11.776		2457469.50801	OJ 287	AAVSO	STD				
2457469.55388	14.549	0.006		V	DKS		000-BBQ-043	000-BBQ-029	14597CF	ERROR: V-C STDDEV+C POISSON IN QUAD;	0	1.047	Z	12.800	14.544		OJ 287	AAVSO	STD				
2457470.37026	14.664	0.036		V	BDG		ENSEMBLE	11	KIDGER	MEAN OF 5 OBS	1	1.173	Z		15.135		OJ 287	BAA-VSS	STD	1			
2457470.37101	14.175	0.034		R	BDG		ENSEMBLE	11	KIDGER	MEAN OF 5 OBS	1	1.173	Z		14.730		OJ 287	BAA-VSS	STD	1			
2457472.365802	14.307	0.129		CV	HKEB		ENSEMBLE	000-BBQ-061	15545BEK	OTHER	1	1.050	Z		13.617		OJ 287	AAVSO	STD				
2457472.388013	14.100	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457472.39140	OJ 287	AAVSO	STD				
2457472.388023	14.454	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457472.39141	OJ 287	AAVSO	STD				
2457472.388603	14.147	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457472.39199	OJ 287	AAVSO	STD				
2457472.388613	14.488	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457472.39200	OJ 287	AAVSO	STD				
2457472.389193	14.176	0.019		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457472.39258	OJ 287	AAVSO	STD				
2457472.389203	14.452	0.021		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457472.39259	OJ 287	AAVSO	STD				
2457472.389783	14.138	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457472.39317	OJ 287	AAVSO	STD				
2457472.389793	14.498	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.044	Z		13.327	2457472.39318	OJ 287	AAVSO	STD				
2457472.390373	14.207	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457472.39376	OJ 287	AAVSO	STD				
2457472.390383	14.415	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457472.39377	OJ 287	AAVSO	STD				
2457472.390963	14.157	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.045	Z		13.327	2457472.39435	OJ 287	AAVSO	STD				
2457472.390973	14.446	0.019		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457472.39436	OJ 287	AAVSO	STD				
2457472.391554	14.179	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.045	Z		13.327	2457472.39494	OJ 287	AAVSO	STD				
2457472.391564	14.437	0.019		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457472.39495	OJ 287	AAVSO	STD				
2457472.392144	14.259	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.045	Z		13.327	2457472.39553	OJ 287	AAVSO	STD				
2457472.392154	14.546	0.021		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457472.39554	OJ 287	AAVSO	STD				
2457472.392744	14.082	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.045	Z		13.327	2457472.39613	OJ 287	AAVSO	STD				
2457472.392754	14.467	0.019		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.045	Z		13.327	2457472.39614	OJ 287	AAVSO	STD				
2457472.393334	14.122	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.045	Z		13.327	2457472.39672	OJ 287	AAVSO	STD				
2457472.393344	14.450	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457472.39673	OJ 287	AAVSO	STD				
2457472.393924	14.131	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.046	Z		13.327	2457472.39731	OJ 287	AAVSO	STD				
2457472.393934	14.464	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457472.39732	OJ 287	AAVSO	STD				
2457472.394514	14.206	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.046	Z		13.327	2457472.39790	OJ 287	AAVSO	STD				
2457472.394524	14.534	0.021		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457472.39791	OJ 287	AAVSO	STD				
2457472.395104	14.157	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.046	Z		13.327	2457472.39849	OJ 287	AAVSO	STD				
2457472.395114	14.516	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.046	Z		13.327	2457472.39850	OJ 287	AAVSO	STD				
2457472.395694	14.145	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.046	Z		13.327	2457472.39908	OJ 287	AAVSO	STD				
2457472.395704	14.445	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.047	Z		13.327	2457472.39909	OJ 287	AAVSO	STD				
2457472.396284	14.157	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.047	Z		13.327	2457472.39967	OJ 287	AAVSO	STD				
2457472.396294	14.494	0.021		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.047	Z		13.327	2457472.39968	OJ 287	AAVSO	STD				
2457472.396894	14.151	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.047	Z		13.327	2457472.40028	OJ 287	AAVSO	STD				
2457472.396904	14.417	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.047	Z		13.327	2457472.40029	OJ 287	AAVSO	STD				
2457472.397484	14.133	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.047	Z		13.327	2457472.40087	OJ 287	AAVSO	STD				
2457472.397494	14.377	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.047	Z		13.327	2457472.40088	OJ 287	AAVSO	STD				
2457472.398084	14.075	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.048	Z		13.327	2457472.40147	OJ 287	AAVSO	STD				
2457472.398094	14.437	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.048	Z		13.327	2457472.40148	OJ 287	AAVSO	STD				
2457472.398674	14.119	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.048	Z		13.327	2457472.40206	OJ 287	AAVSO	STD				
2457472.398684	14.488	0.021		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.048	Z		13.327	2457472.40207	OJ 287	AAVSO	STD				
2457472.399264	14.193	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.048	Z		13.327	2457472.40265	OJ 287	AAVSO	STD				
2457472.399274	14.444	0.020		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.048	Z		13.327	2457472.40266	OJ 287	AAVSO	STD				
2457472.399854	14.169	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.049	Z		13.327	2457472.40324	OJ 287	AAVSO	STD				
2457472.399864	14.528	0.021		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.049	Z		13.327	2457472.40325	OJ 287	AAVSO	STD				
2457472.400454	14.138	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.049	Z		13.327	2457472.40384	OJ 287	AAVSO	STD				
2457472.400464	14.494	0.021		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.049	Z		13.327	2457472.40385	OJ 287	AAVSO	STD				
2457472.401054	14.153	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.049	Z		13.327	2457472.40444	OJ 287	AAVSO	STD				
2457472.401064	14.336	0.019		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.049	Z		13.327	2457472.40445	OJ 287	AAVSO	STD				
2457472.556262	14.528	0.020		CV	DAM		161		X15649LOX		0		Z	13.676			OJ 287	AAVSO	STD				
2457473.377532	14.192	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38084	OJ 287	AAVSO	STD				
2457473.378132	14.113	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38144	OJ 287	AAVSO	STD				
2457473.378722	14.119	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38203	OJ 287	AAVSO	STD				
2457473.379312	14.171	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38262	OJ 287	AAVSO	STD				
2457473.379903	14.218	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38321	OJ 287	AAVSO	STD				
2457473.380493	14.149	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38380	OJ 287	AAVSO	STD				
2457473.381083	14.066	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38439	OJ 287	AAVSO	STD				
2457473.381683	14.173	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38499	OJ 287	AAVSO	STD				
2457473.382273	14.139	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38558	OJ 287	AAVSO	STD				
2457473.382863	14.208	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.043	Z		13.327	2457473.38617	OJ 287	AAVSO	STD				
2457473.383453	14.228	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457473.38676	OJ 287	AAVSO	STD				
2457473.384043	14.206	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457473.38735	OJ 287	AAVSO	STD				
2457473.384633	14.163	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457473.38794	OJ 287	AAVSO	STD				
2457473.385233	14.179	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457473.38854	OJ 287	AAVSO	STD				
2457473.385823	14.156	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457473.38913	OJ 287	AAVSO	STD				
2457473.386413	14.162	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457473.38972	OJ 287	AAVSO	STD				
2457473.387003	14.202	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457473.39031	OJ 287	AAVSO	STD				
2457473.387593	14.141	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.044	Z		13.327	2457473.39090	OJ 287	AAVSO	STD				
2457473.388193	14.160	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.045	Z		13.327	2457473.39150	OJ 287	AAVSO	STD				
2457473.391753	14.171	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.046	Z		13.327	2457473.39506	OJ 287	AAVSO	STD				
2457473.392344	14.137	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.046	Z		13.327	2457473.39565	OJ 287	AAVSO	STD				
2457473.392934	14.195	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.046	Z		13.327	2457473.39624	OJ 287	AAVSO	STD				
2457473.393524	14.167	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.047	Z		13.327	2457473.39683	OJ 287	AAVSO	STD				
2457473.394114	14.160	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.047	Z		13.327	2457473.39742	OJ 287	AAVSO	STD				
2457473.394714	14.148	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.047	Z		13.327	2457473.39802	OJ 287	AAVSO	STD				
2457473.395304	14.185	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.048	Z		13.327	2457473.39861	OJ 287	AAVSO	STD				
2457473.395894	14.176	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.048	Z		13.327	2457473.39920	OJ 287	AAVSO	STD				
2457473.396484	14.140	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.048	Z		13.327	2457473.39979	OJ 287	AAVSO	STD				
2457473.397074	14.182	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.049	Z		13.327	2457473.40038	OJ 287	AAVSO	STD				
2457473.397664	14.184	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.049	Z		13.327	2457473.40097	OJ 287	AAVSO	STD				
2457473.398264	14.276	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.049	Z		13.327	2457473.40157	OJ 287	AAVSO	STD				
2457473.398854	14.115	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.050	Z		13.327	2457473.40216	OJ 287	AAVSO	STD				
2457473.399444	14.149	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.050	Z		13.327	2457473.40275	OJ 287	AAVSO	STD				
2457473.400034	14.143	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.051	Z		13.327	2457473.40334	OJ 287	AAVSO	STD				
2457473.400634	14.175	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.051	Z		13.327	2457473.40394	OJ 287	AAVSO	STD				
2457473.401224	14.160	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.051	Z		13.327	2457473.40453	OJ 287	AAVSO	STD				
2457473.40986	14.549	0.015		V	BDG		ENSEMBLE	11	KIDGER	MEAN OF 4 OBS	1	1.205	Z		15.158		OJ 287	BAA-VSS	STD	1			
2457473.41061	14.089	0.015		R	BDG		ENSEMBLE	11	KIDGER	MEAN OF 4 OBS	1	1.206	Z		14.720		OJ 287	BAA-VSS	STD	1			
2457473.430127	14.143	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.087	Z		13.327	2457473.43343	OJ 287	AAVSO	STD				
2457473.430717	14.136	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.088	Z		13.327	2457473.43402	OJ 287	AAVSO	STD				
2457473.431307	14.120	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.089	Z		13.327	2457473.43461	OJ 287	AAVSO	STD				
2457473.431897	14.171	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.090	Z		13.327	2457473.43520	OJ 287	AAVSO	STD				
2457473.432487	14.128	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.092	Z		13.327	2457473.43579	OJ 287	AAVSO	STD				
2457473.433087	14.128	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.093	Z		13.327	2457473.43639	OJ 287	AAVSO	STD				
2457473.433677	14.228	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.094	Z		13.327	2457473.43698	OJ 287	AAVSO	STD				
2457473.434267	14.201	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.095	Z		13.327	2457473.43757	OJ 287	AAVSO	STD				
2457473.434857	14.150	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.096	Z		13.327	2457473.43816	OJ 287	AAVSO	STD				
2457473.435447	14.147	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.097	Z		13.327	2457473.43875	OJ 287	AAVSO	STD				
2457473.436037	14.161	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.098	Z		13.327	2457473.43934	OJ 287	AAVSO	STD				
2457473.436627	14.144	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.100	Z		13.327	2457473.43993	OJ 287	AAVSO	STD				
2457473.437217	14.163	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.101	Z		13.327	2457473.44052	OJ 287	AAVSO	STD				
2457473.437807	14.138	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.102	Z		13.327	2457473.44111	OJ 287	AAVSO	STD				
2457473.438397	14.174	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.103	Z		13.327	2457473.44170	OJ 287	AAVSO	STD				
2457473.438997	14.118	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.105	Z		13.327	2457473.44230	OJ 287	AAVSO	STD				
2457473.439587	14.243	0.018		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.106	Z		13.327	2457473.44289	OJ 287	AAVSO	STD				
2457473.440177	14.263	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.107	Z		13.327	2457473.44348	OJ 287	AAVSO	STD				
2457473.440767	14.200	0.017		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.108	Z		13.327	2457473.44407	OJ 287	AAVSO	STD				
2457473.6	14.7			Vis.	MOW		146	149	10317DOG				Z				OJ 287	AAVSO	STD				
2457473.702	15.329			B	PYG		4		FIORUCCI TOSTI & SMI	COKER30	0		Z	15.01			OJ 287	BAA-VSS	STD				
2457473.704	14.604			V	PYG		4		FIORUCCI TOSTI & SMI	COKER30	0		Z	14.18			OJ 287	BAA-VSS	STD				
2457473.711	14.273			R	PYG		4		FIORUCCI TOSTI & SMI	COKER30	0		Z	13.74			OJ 287	BAA-VSS	STD				
2457474.439738	14.0231	0.0109		CV	GFDB		000-BBQ-29		X15647EI		0	1.157	Z	-13.0660		2457474.44296	OJ 287	AAM	STD				
2457474.442929	14.0236	0.0109		CV	GFDB		000-BBQ-29		X15647EI		0	1.164	Z	-13.0567		2457474.44615	OJ 287	AAM	STD				
2457474.449269	14.0224	0.0108		CV	GFDB		000-BBQ-29		X15647EI		0	1.180	Z	-13.0770		2457474.45249	OJ 287	AAM	STD				
2457474.466	14.7			Vis.	TOO				251.02	SCT355			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457474.468321	14.0149	0.0110		CV	GFDB		000-BBQ-29		X15647EI		0	1.240	Z	-13.0293		2457474.47154	OJ 287	AAM	STD				
2457474.471491	14.0234	0.0109		CV	GFDB		000-BBQ-29		X15647EI		0	1.252	Z	-13.0570		2457474.47471	OJ 287	AAM	STD				
2457474.478781	14.0189	0.0113		CV	GFDB		000-BBQ-29		X15647EI		0	1.281	Z	-12.9893		2457474.48200	OJ 287	AAM	STD				
2457474.487922	14.0080	0.0145		CV	GFDB		000-BBQ-29		X15647EI		0	1.322	Z	-12.4265		2457474.49114	OJ 287	AAM	STD				
2457475.388396	14.0162	0.0247		CV	GFDB		NA	000-BBQ-029	X15647EI		0	1.092	Z		14.2434	2457475.39154	OJ 287	AAM	STD				
2457475.391576	13.9689	0.0160		CV	GFDB		NA	000-BBQ-029	X15647EI		0	1.094	Z		14.2562	2457475.39472	OJ 287	AAM	STD				
2457475.394757	13.9748	0.0155		CV	GFDB		NA	000-BBQ-029	X15647EI		0	1.096	Z		14.2565	2457475.39790	OJ 287	AAM	STD				
2457475.397937	13.9680	0.0282		CV	GFDB		NA	000-BBQ-029	X15647EI		0	1.099	Z		14.2374	2457475.40108	OJ 287	AAM	STD				
2457475.401107	14.0083	0.0374		CV	GFDB		NA	000-BBQ-029	X15647EI		0	1.101	Z		14.2328	2457475.40425	OJ 287	AAM	STD				
2457475.404287	13.9853	0.0197		CV	GFDB		NA	000-BBQ-029	X15647EI		0	1.104	Z		14.2902	2457475.40743	OJ 287	AAM	STD				
2457475.407558	13.9530	0.0196		CV	GFDB		NA	000-BBQ-029	X15647EI		0	1.108	Z		14.2380	2457475.41070	OJ 287	AAM	STD				
2457475.495835	14.278	0.125		CV	HKEB		ENSEMBLE	000-BBQ-061	15545BEK	OTHER	1	1.165	Z		13.590		OJ 287	AAVSO	STD				
2457476.372	14.4			Vis.	PYG		S+2		251.02				Z				OJ 287	BAA-VSS	STD				
2457476.405300	14.181	0.014		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.063	Z		13.327	2457476.40836	OJ 287	AAVSO	STD				
2457476.405300	14.630	0.017		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.063	Z		13.327	2457476.40836	OJ 287	AAVSO	STD				
2457476.405890	14.199	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.064	Z		13.327	2457476.40895	OJ 287	AAVSO	STD				
2457476.405890	14.565	0.015		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.064	Z		13.327	2457476.40895	OJ 287	AAVSO	STD				
2457476.406480	14.242	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.064	Z		13.327	2457476.40954	OJ 287	AAVSO	STD				
2457476.406480	14.573	0.016		V	AFSA		NA	000-BLX-797	X19023BEF		0	1.064	Z		13.327	2457476.40954	OJ 287	AAVSO	STD				
2457476.407070	14.210	0.013		V	AFSA		NA	000-BLX-797	X16269AKW		0	1.065	Z		13.327	2457476.41013	OJ 287	AAVSO	STD				
